Song Name,Artist Name,Mood,Song Link,Popularity,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration_ms
Hate You,Cheat Codes,Introspective,https://youtu.be/4E4rfsI9cw4?si=zhV_oPz4ShYOg9u9,70,0.724,0.5,5,-7.112,0,0.259,0.41,0,0.115,0.317,97.694,171429
Hate The Way,G-Eazy,Introspective,https://youtu.be/4E4rfsI9cw4?si=HVfMwS7jPMBG-wHE,57,0.443,0.579,6,-6.517,0,0.187,0.125,0,0.284,0.256,83.827,240437
Tory lanez freestyle,Battieboyspodcast,Introspective,,48,0.663,0.341,0,-8.82,1,0.0326,0.896,0.503,0.118,0.192,127.974,148000
Manike Mage Hithe,Chamath Sangeeth,Introspective,https://youtu.be/PgCliOxl41o?si=dlXnSpHEUYQTJrfx,81,0.489,0.597,5,-6.633,0,0.0292,0.27,0,0.105,0.324,95.012,253520
Liggi,Ritviz,Introspective,https://youtu.be/tis0yVR-keE?si=BE3vHxbCeNP3jXTh,75,0.349,0.348,3,-6.142,1,0.0316,0.726,0,0.12,0.0886,74.541,246587
Riha,Anuv Jain,Introspective,https://youtu.be/uH4c6slskMg?si=SieMmLpnBr2CInxf,65,0.399,0.362,6,-8.37,1,0.0337,0.637,8.47E-06,0.0965,0.311,125.73,217427
CHICKEN TENDIES,Clinton Kane,Introspective,https://youtu.be/xHToYaAfWfI?si=x3rlIKx-oPjE_2rq,88,0.667,0.373,4,-9.389,1,0.05,0.785,0,0.0906,0.0823,124.148,169266
Hoodie,Hey Violet,Introspective,https://youtu.be/U6TqXkgjFKc?si=_KucPUZTChOVaLY7,79,0.574,0.329,1,-6.829,1,0.0274,0.22,0,0.0986,0.356,130.993,237933
Fall With Me,Aaron Doh,Introspective,https://youtu.be/gCV7AASkTJY?si=J3H-RXDQNR4dgGT8,88,0.357,0.425,5,-7.301,1,0.0333,0.584,0,0.322,0.27,102.078,198040
Spicy,Ty Dolla $ign,Introspective,https://youtu.be/hYFlwrOFkaI?si=KygfszEk0AgRQOuz,72,0.635,0.554,2,-3.975,0,0.0343,0.134,0,0.116,0.315,156.822,196147
Habits of My Heart,Jaymes Young,Introspective,https://youtu.be/CDJOP16yNdY?si=qVO_-pVpYeNOcayA,0,0.471,0.335,4,-8.767,0,0.0273,0.593,2.11E-05,0.297,0.111,145.252,243907
You Are The Reason,Calum Scott,Introspective,https://youtu.be/BgmY2MkrY0I?si=B6cvZnf9f9l5Jhgm,50,0.467,0.506,9,-9.271,1,0.029,0.648,3.21E-05,0.128,0.218,97.132,184853
Just the Way You Are,Bruno Mars,Introspective,https://youtu.be/u7XjPmN-tHw?si=hI3dhwB03FmvOkZz,56,0.551,0.381,2,-8.919,1,0.203,0.748,0,0.135,0.271,97.216,176372
The Music,Kideko,Introspective,https://youtu.be/S3ZPu1musqA?si=LkdrTLQ7K3gy7duP,59,0.894,0.492,1,-4.692,1,0.104,0.0295,1.22E-06,0.14,0.397,100.041,152532
We Are Young,fun.,Introspective,https://youtu.be/SNssSYVZuIw?si=i0MQgWrCxspOp51p,92,0.38,0.339,3,-7.885,1,0.0338,0.691,0,0.12,0.0849,100.607,229227
wannabe,renforshort,Introspective,https://youtu.be/MVdYcmRLo_k?si=BEJwye6lnBjOAEU_,83,0.298,0.38,6,-8.426,1,0.0287,0.778,5.62E-05,0.11,0.152,75.602,285634
Rare,Selena Gomez,Introspective,https://youtu.be/8V1H8R8seto?si=8yt1SEvuTX5Q-uj5,82,0.833,0.434,2,-8.795,1,0.431,0.0102,0.0219,0.165,0.281,150.062,204600
She,Selena Gomez,Introspective,https://youtu.be/8Sc3onaS0xk?si=wTc_iBsfqQ3Lkud8,57,0.443,0.579,6,-6.517,0,0.187,0.125,0,0.284,0.256,83.827,240437
SHUM,Go_A,Introspective,https://youtu.be/CHBnW5KKhmY?si=Qc-oTjJHgY9RzSG6,50,0.507,0.387,0,-7.391,1,0.0272,0.844,0,0.0868,0.292,139.876,541675
Take My Breath,The Weeknd,Introspective,https://youtu.be/eT1E3gmST9U?si=Cu-Xv4jxA-v78ked,84,0.45,0.329,9,-12.603,0,0.0441,0.818,0.00109,0.135,0.266,71.884,183624
Beggin',MÃ¥neskin,Introspective,https://youtu.be/W2MpGCL8-9o?si=W6kMTZY8HbGvKWOi,81,0.704,0.558,2,-7.273,0,0.0542,0.148,0,0.107,0.245,110.444,222091
Skate,Bruno Mars,Introspective,https://youtu.be/-TE1NoKHb8M?si=44vwbskGZfDtogdW,72,0.701,0.554,1,-5.909,1,0.187,0.217,1.45E-06,0.419,0.0634,97.129,235187
Permission to Dance,BTS,Introspective,https://youtu.be/L7NtNvytL4s?si=mQgZp8lEgmBknj4y,73,0.365,0.443,7,-10.11,1,0.0235,0.0472,1.44E-06,0.344,0.149,93.953,271533
Paul,Paul Rosenberg,Introspective,,61,0.329,0.45,2,-6.312,0,0.0405,0.594,0,0.13,0.284,80.095,262987
Rap God,Eminem,Introspective,https://youtu.be/XbGs_qK2PQA?si=S-9ONTBfTCKCPHAN,81,0.802,0.591,8,-4.895,1,0.225,0.0104,0,0.196,0.309,139.864,157712
Chun-Li,Nicki Minaj,Introspective,https://youtu.be/4ALDcWpcqW0?si=b04KCgJ6jXy0KBnO,92,0.561,0.431,10,-8.81,1,0.0578,0.768,1.42E-05,0.106,0.137,143.875,242013
Demons,Imagine Dragons,Introspective,https://youtu.be/MA0aCUxItYA?si=BNXoloxBliHJvpOS,79,0.501,0.519,4,-5.88,0,0.0409,0.109,0,0.454,0.168,133.99,195707
for mah girl,LUUV.,Introspective,https://youtu.be/NnaoNKCCH6Y?si=g8ElvxsxKJNZgPwy,83,0.689,0.481,10,-7.503,1,0.0815,0.369,1.03E-06,0.0649,0.283,80.025,229526
24,Money Man,Introspective,https://youtu.be/ruWaTG5JJ40?si=aSbdR4hsmI4LayeZ,72,0.635,0.554,2,-3.975,0,0.0343,0.134,0,0.116,0.315,156.822,196147
In the Name of Love,Martin Garrix,Introspective,https://youtu.be/TJ8bNfydiic?si=E6Djn1_Z28bz3-Qt,83,0.587,0.561,0,-6.569,1,0.146,0.0466,0,0.109,0.351,80.009,243187
Through The Storm,Don Diablo,Introspective,https://youtu.be/hcVBvZ4DCuo?si=QLs_ismyFa2z9lEd,74,0.446,0.395,0,-9.328,1,0.0365,0.815,0.00216,0.128,0.267,71.944,187453
XO,EDEN,Introspective,https://youtu.be/lZwnaTNtRDA?si=MKxJnF-JHrsn_E_0,84,0.785,0.431,10,-8.756,0,0.0364,0.123,0,0.0887,0.236,127.085,159382
Chandelier,Sia,Introspective,https://youtu.be/9bKkogQlWPw?si=eBeoQBtdPb3xJcLC,75,0.931,0.387,1,-9.127,1,0.412,0.088,0,0.136,0.376,125.978,179405
Change My Clothes,Dream,Introspective,https://youtu.be/YZtCSeo433c?si=IgpqHpZITpPd6CrD,82,0.796,0.572,8,-7.03,0,0.0545,0.416,2.55E-05,0.0975,0.304,98.967,206061
Hurricane,Kanye West,Introspective,https://youtu.be/G2IFDtoXV2s?si=8MjxeLyqQo2Pskgp,62,0.442,0.412,10,-10.675,1,0.0377,0.781,0.0237,0.15,0.235,176.019,246136
No Promises,Cheat Codes,Introspective,https://youtu.be/MzPBbDao4Yw?si=0-zEC95FaM11qGz1,72,0.349,0.446,1,-11.327,1,0.0522,0.827,0.00722,0.0808,0.141,79.338,237794
Tattoo,Jordin Sparks,Introspective,https://youtu.be/l83-0qFdt8w?si=4AlYO75AoHnP95-r,83,0.68,0.578,10,-5.804,1,0.04,0.331,0,0.135,0.341,145.038,231267
RAP DEVIL,Machine Gun Kelly,Introspective,https://youtu.be/4sNCyiyIc_8?si=faFNLSLwWZ0PwLUI,80,0.805,0.33,1,-8.712,0,0.1,0.22,0,0.105,0.211,121.97,242983
Warm Up,NF,Introspective,https://youtu.be/QLhaxNycBk4?si=1pRqvAKoSjvYq1-X,72,0.635,0.554,2,-3.975,0,0.0343,0.134,0,0.116,0.315,156.822,196147
Numb / Encore,JAY-Z,Introspective,https://youtu.be/55-MdV7w4WM?si=l1pRkeX4PcgZ1fkw,57,0.443,0.579,6,-6.517,0,0.187,0.125,0,0.284,0.256,83.827,240437
Soldier,NEFFEX,Introspective,https://youtu.be/AZLxnX8etCY?si=vgr7t6hI_hS9KN12,60,0.359,0.305,6,-10.295,1,0.0306,0.848,6.74E-05,0.111,0.108,151.956,279893
Waiting,Vicetone,Introspective,https://youtu.be/C7DCLdMSYW0?si=O8J38euciqonwmGO,75,0.791,0.565,5,-3.933,0,0.0439,0.0623,0,0.156,0.181,99.961,156347
Youngblood,5 Seconds of Summer,Introspective,https://youtu.be/Vwhrqd3UaKo?si=ViK8ZG_dHO8hloaN,72,0.611,0.462,0,-7.054,1,0.0646,0.558,1.01E-06,0.131,0.377,59.635,215230
don't fall,44phantom,Introspective,https://youtu.be/3HZrPMnfjiY?si=ceqZq2U6Fv-2jKXN,64,0.74,0.592,1,-5.003,0,0.0879,0.0173,0,0.276,0.379,140.093,181714
Girls Want Girls,Drake,Introspective,https://youtu.be/xI6aCU2PsiY?si=pdefR77GmiFm_ysr,75,0.587,0.583,5,-5.284,0,0.0313,0.248,0,0.124,0.15,139.92,219493
Apricots,MAY-A,Introspective,https://youtu.be/aMB9RdXqT-k?si=XZ8tol483vs7gdlh,65,0.269,0.58,0,-5.958,1,0.0352,0.474,0,0.116,0.281,155.625,283520
telepatía,Kali Uchis,Introspective,https://youtu.be/Dwzk-XZxZ4k?si=VEiazmvPXfcYx1yc,76,0.63,0.446,1,-8.9,1,0.0351,0.337,0,0.166,0.177,143.078,202193
the long way home,Powfu,Introspective,https://youtu.be/jrbt-vY5tII?si=1iL-6r01hqfmgjcm,72,0.635,0.554,2,-3.975,0,0.0343,0.134,0,0.116,0.315,156.822,196147
Hide and Seek,Lizz Robinett,Introspective,https://youtu.be/x__N-31SpIk?si=wjVJxIQDU01Vi6V9,0,0.832,0.549,1,-8.259,0,0.0602,0.168,0,0.11,0.384,140.045,181496
"10,000 Hours",Dan + Shay,Introspective,https://youtu.be/3GOYaIIeT28?si=9_bmAE-CzPP39JU2,76,0.63,0.446,1,-8.9,1,0.0351,0.337,0,0.166,0.177,143.078,202193
I Don't Care,Ed Sheeran,Introspective,https://youtu.be/CCSGelSCPGE?si=4hLyQ-aPfvryfJNk,80,0.805,0.33,1,-8.712,0,0.1,0.22,0,0.105,0.211,121.97,242983
In My Blood,Shawn Mendes,Introspective,https://youtu.be/XEyhoB-hUrE?si=YsvU_0bssilTik4K,57,0.443,0.579,6,-6.517,0,0.187,0.125,0,0.284,0.256,83.827,240437
Here With Me,Marshmello,Introspective,https://youtu.be/J3UXp9jIr-U?si=xtr6zMTG93547Sbl,80,0.489,0.505,10,-8.022,0,0.117,0.579,0.000333,0.104,0.337,163.255,213707
Unbelievable,Why Don't We,Introspective,https://youtu.be/o6Ew0dctUzE?si=ESjoH435v-W1MIyP,80,0.489,0.505,10,-8.022,0,0.117,0.579,0.000333,0.104,0.337,163.255,213707
Easier,5 Seconds of Summer,Introspective,https://youtu.be/aKqtGUysLHc?si=9I16i6tVZWBYTZwJ,80,0.489,0.505,10,-8.022,0,0.117,0.579,0.000333,0.104,0.337,163.255,213707
Fallin' All In You,Shawn Mendes,Introspective,https://youtu.be/OcaaCL6OvsU?si=WUSRmLbq0PaXWkOm,72,0.635,0.554,2,-3.975,0,0.0343,0.134,0,0.116,0.315,156.822,196147
Lie To Me,5 Seconds of Summer,Introspective,https://youtu.be/iMBufjdTgJ4?si=9724AAOaVEJ80t-y,76,0.63,0.446,1,-8.9,1,0.0351,0.337,0,0.166,0.177,143.078,202193
"fuck, i'm lonely",Lauv,Introspective,https://youtu.be/GWB4qKeLXnQ?si=mrz4lSLoAEZW_-62,57,0.443,0.579,6,-6.517,0,0.187,0.125,0,0.284,0.256,83.827,240437
Tip Toe,Roddy Ricch,Introspective,https://youtu.be/jNVW2BiBtNY?si=N3xl3sCO9lJMEsiB,78,0.926,0.454,6,-9.932,1,0.0732,0.036,0.000422,0.0896,0.34,119.969,224002
Tyler Herro,Jack Harlow,Introspective,https://youtu.be/oybwO_9Q5iY?si=xguOncOW3m-7SrC0,83,0.298,0.38,6,-8.426,1,0.0287,0.778,5.62E-05,0.11,0.152,75.602,285634
Iris,Kina Grannis,Introspective,https://youtu.be/hgo5QOPrnCk?si=sttq1ViYe91yzbzc,87,0.592,0.457,9,-6.081,0,0.0603,0.661,0.000331,0.146,0.225,146.04,110886
She Doesn't Mind,Sean Paul,Introspective,https://youtu.be/DRoKTP5xkTU?si=groX9_2Nf3elnyP1,80,0.805,0.33,1,-8.712,0,0.1,0.22,0,0.105,0.211,121.97,242983
Ugly,Sugababes,Introspective,https://youtu.be/cnmOQa9YYCY?si=4TRYbH6goBZKGdb1,76,0.63,0.446,1,-8.9,1,0.0351,0.337,0,0.166,0.177,143.078,202193
Everytime,Britney Spears,Introspective,https://youtu.be/n5uE6XtVX4Q?si=NsgNuvsuyvxqOT9k,80,0.805,0.33,1,-8.712,0,0.1,0.22,0,0.105,0.211,121.97,242983
"Relax, Take It Easy",MIKA,Introspective,https://youtu.be/9Xvn_Ku55cI?si=aLzXbyxTkHMI-Dwb,72,0.635,0.554,2,-3.975,0,0.0343,0.134,0,0.116,0.315,156.822,196147
I Won,Ty Dolla $ign,Introspective,https://youtu.be/LnmN4mfMKAg?si=0zQsHPAwl-VT3Y9f,58,0.628,0.551,0,-6.841,0,0.0612,0.394,0,0.178,0.385,136.899,315213
His & Hers,Internet Money,Introspective,https://youtu.be/M-zILrX7iJo?si=0Aki9WJf1DRZzq1o,58,0.628,0.551,0,-6.841,0,0.0612,0.394,0,0.178,0.385,136.899,315213
Goddamn,Tyga,Introspective,https://youtu.be/OhuAqXLHMXY?si=ez9H2T9UUDP0Ntor,60,0.545,0.472,11,-8.259,0,0.0311,0.294,0,0.0871,0.195,129.988,292827
No Brainer,DJ Khaled,Introspective,https://youtu.be/cpGnzopney4?si=v65VSOWBkpenZj1X,25,0.501,0.436,1,-8.666,1,0.0617,0.326,0,0.26,0.336,81.014,225926
Racks 2 Skinny,Migos,Introspective,https://youtu.be/jggjM8M_h7w?si=ovOAvTqPejYMSg0r,58,0.581,0.399,11,-9.322,0,0.0325,0.916,0,0.169,0.183,98.025,124997
GREECE,DJ Khaled,Introspective,https://youtu.be/eVQ-0y1nEbg?si=O3eiKUopyEc0Uv2v,66,0.656,0.551,8,-6.43,1,0.0299,0.721,1.26E-06,0.0947,0.329,114.106,224240
Used To Be,GASHI,Introspective,https://youtu.be/FJtG_uF4A70?si=3BfiaJjVkGm5yP4R,80,0.805,0.33,1,-8.712,0,0.1,0.22,0,0.105,0.211,121.97,242983
Chanel Bag,KillBunk,Introspective,https://youtu.be/HygqRrvyFZ4?si=tLY1ainjzitLQMcZ,77,0.567,0.303,7,-12.481,0,0.0351,0.862,0.00563,0.104,0.252,124.949,273000
Runnin',Mike WiLL Made-It,Introspective,https://youtu.be/PMMImaJrLLQ?si=SfjIjrAqWGTe-sUS,79,0.608,0.358,0,-10.018,0,0.0253,0.854,0.0186,0.113,0.365,103.94,202010
Going Bad,Meek Mill,Introspective,https://youtu.be/SvOG90krtt4?si=xY30r3Pd7ASToGiG,43,0.597,0.323,5,-11.992,1,0.039,0.613,0.828,0.0799,0.358,75.006,195080
Roses Remix,SAINt JHN,Introspective,https://youtu.be/ele2DMU49Jk?si=B3hG1dHIsHgjgyLL,80,0.805,0.33,1,-8.712,0,0.1,0.22,0,0.105,0.211,121.97,242983
Roadtrip,Dream,Introspective,https://youtu.be/Ow_PNMtMGhU?si=6ueZwF4aKLp_kkxN,60,0.701,0.463,6,-7.212,0,0.0416,0.357,0.00306,0.073,0.352,139.941,313800
Valentine's Mashup 2019,Amrita Singh,Introspective,https://youtu.be/6bcRrFuQj_c?si=G8KhQhjZCYLRVFPz,51,0.636,0.379,11,-16.21,1,0.029,0.759,0.852,0.114,0.341,105.016,300278
Tere Sang Yaara,Atif Aslam,Introspective,https://youtu.be/4b8RXMoPmoE?si=R_bQK8EgtPyJZaKV,34,0.265,0.316,4,-13.888,0,0.0605,0.9,0.0607,0.1,0.176,169.741,297179
Pehli Nazar Mein,Atif Aslam,Introspective,https://youtu.be/8olIVQpia3A?si=c06nPYcUh8ENej4B,60,0.701,0.463,6,-7.212,0,0.0416,0.357,0.00306,0.073,0.352,139.941,313800
The One I Love,Mirror Fury,Introspective,https://youtu.be/GV_lJSTxY_A?si=i41YChLghl4XPmVn,60,0.701,0.463,6,-7.212,0,0.0416,0.357,0.00306,0.073,0.352,139.941,313800
Kotha,Rahgir,Introspective,https://youtu.be/weWmOxq07lQ?si=iBpWn0Z4cJxM6fcu,77,0.567,0.303,7,-12.481,0,0.0351,0.862,0.00563,0.104,0.252,124.949,273000
Kaisey Jiyun,The Local Train,Introspective,https://youtu.be/nOJgD4fcZhI?si=BYWUNk53SQJ8xdca,65,0.345,0.574,2,-7.431,1,0.0435,0.0112,1.61E-05,0.343,0.0736,116.679,204587
Bol Do Na Zara,Armaan Malik,Introspective,https://youtu.be/f9_C8J4gqzQ?si=zrFc4kGM2EQOT4_z,60,0.701,0.463,6,-7.212,0,0.0416,0.357,0.00306,0.073,0.352,139.941,313800
Same For You,Lee DeWyze,Introspective,https://youtu.be/Z8b0leA1EfY?si=pZWEVAw6OOMoj-tZ,60,0.701,0.463,6,-7.212,0,0.0416,0.357,0.00306,0.073,0.352,139.941,313800
Take Me Higher,Old Man Canyon,Introspective,https://youtu.be/qJmok8VhjmE?si=oxsFwf23M2IKEGtJ,60,0.701,0.463,6,-7.212,0,0.0416,0.357,0.00306,0.073,0.352,139.941,313800
Someone To Stay,Vancouver Sleep Clinic,Introspective,https://youtu.be/xNVZ4fzkSu8?si=gEeq0lQSMbTMA1lN,60,0.701,0.463,6,-7.212,0,0.0416,0.357,0.00306,0.073,0.352,139.941,313800
Bloom,The Paper Kites,Introspective,https://youtu.be/vQZk7uuG7FA?si=rqHwp2aJ9Mo5aP4Z,43,0.597,0.323,5,-11.992,1,0.039,0.613,0.828,0.0799,0.358,75.006,195080
Whiskey Whiskey,Joshua Burnside,Introspective,https://youtu.be/GCoXcI19CBc?si=NAVFN-7ZNHrzkDvI,54,0.488,0.523,4,-8.55,0,0.0315,0.331,0.00028,0.149,0.0553,160.047,252059
Beneath the Surface,Demons Of Ruby Mae,Introspective,https://youtu.be/JxvDdzleZ8U?si=4f942h8h6paNy69Z,43,0.597,0.323,5,-11.992,1,0.039,0.613,0.828,0.0799,0.358,75.006,195080
Pieces,Andrew Belle,Introspective,https://youtu.be/v8f6oKIVly4?si=QUVQIlkgK2FtcyNP,44,0.541,0.512,1,-8.633,1,0.0292,0.551,0.12,0.151,0.264,120.011,229895
Brother,Kodaline,Introspective,https://youtu.be/X9w37b-lRyc?si=CmvojFy8ZmhD5WXi,80,0.489,0.505,10,-8.022,0,0.117,0.579,0.000333,0.104,0.337,163.255,213707
Spirits,The Strumbellas,Introspective,https://youtu.be/mGKteYSE4z4?si=_OilMzg0qaoot_NR,80,0.403,0.422,7,-13.964,0,0.0373,0.134,2.05E-05,0.0861,0.378,122.728,241293
Unsteady,X Ambassadors,Introspective,https://youtu.be/KRd4GAjoayU?si=tedp_YEL7v5Q1ibH,85,0.672,0.52,8,-7.747,1,0.0353,0.859,0,0.115,0.37,120.001,226600
When I'm Small,Phantogram,Introspective,https://youtu.be/Bv4wgML5aCg?si=0jjH3B6iKIG-sTdd,72,0.635,0.554,2,-3.975,0,0.0343,0.134,0,0.116,0.315,156.822,196147
Never Really Over,Katy Perry,Introspective,https://youtu.be/45NXAqw4MHI?si=c5gGDZZ5wlVe2gqf,80,0.805,0.33,1,-8.712,0,0.1,0.22,0,0.105,0.211,121.97,242983
Saiyaan Ji,Yo Yo Honey Singh,Motivation,https://youtu.be/VEkj2sanAeU?si=7x464prlLRhHv48Z,62,0.896,0.678,0,-2.546,0,0.0815,0.0137,4.10E-05,0.11,0.604,130.024,205450
I'm the One,DJ Khaled,Motivation,https://youtu.be/DtCphp8M5Dg?si=8uJj1G3t9dEjera-,74,0.609,0.668,7,-4.284,1,0.0367,0.0552,0,0.167,0.811,80.924,288600
You Raise Me Up,Josh Groban,Motivation,https://youtu.be/oni0tO_HN30?si=1UGBeKcSPhHY3TWl,69,0.773,0.699,1,-5.982,0,0.0958,0.488,3.60E-06,0.0814,0.513,104.941,180120
Animals,Maroon 5,Motivation,https://youtu.be/0GVExpdmoDs?si=a8b07XZOd5nVj6X7,87,0.825,0.652,1,-3.183,0,0.0802,0.581,0,0.0931,0.931,95.977,233713
Gas Money,Xavy Rusan,Motivation,https://youtu.be/436dh8GHYtA?si=RCKg7D0dxMGpaoGL,85,0.713,0.676,10,-5.483,1,0.027,0.0377,0,0.154,0.721,99.048,227395
The Reaper,The Chainsmokers,Motivation,https://youtu.be/fedAblHei1Q?si=GYZtKIoj7FT0gbqA,55,0.619,0.631,11,-6.018,1,0.104,0.131,1.18E-06,0.246,0.772,106.309,175305
Excitement,Trippie Redd,Motivation,https://youtu.be/Urf5WKy0wks?si=RB-obXfgY9Pz81hD,78,0.67,0.668,3,-4.306,0,0.0422,0.536,0,0.133,0.608,88.033,179053
Someone To You,BANNERS,Motivation,https://youtu.be/U2H1LInYPXE?si=FRhFb4putGA_Hw7y,52,0.9,0.649,2,-6.365,1,0.197,0.00378,2.06E-06,0.0873,0.658,93.99,173640
Floating Through Space,Sia,Motivation,https://youtu.be/wAtOzPjsIvw?si=0pC5EG1_MrHqiXkp,77,0.585,0.696,4,-5.6,0,0.0307,0.204,0,0.344,0.522,104.01,217640
ME!,Taylor Swift,Motivation,https://youtu.be/LJrejf8blAA?si=YEvDMyw6nrj4sPRm,79,0.669,0.629,1,-6.032,0,0.0657,0.0485,0,0.346,0.683,125.935,139729
Break My Heart,Dua Lipa,Motivation,https://youtu.be/jgh8owCuX78?si=4dbbPrQA5C26QVD2,74,0.737,0.636,11,-4.546,0,0.0437,0.0441,6.66E-05,0.35,0.565,105.005,222653
Beautiful People,Ed Sheeran,Motivation,https://youtu.be/74yb9E3WY1I?si=TmPh6CB0-zXPi1M_,75,0.703,0.66,10,-5.119,0,0.123,0.137,0,0.192,0.79,95.031,198947
Back To You,Selena Gomez,Motivation,https://youtu.be/ulNswX3If6U?si=xxUoG5VUZjrdoM4m,83,0.697,0.683,1,-2.881,0,0.117,0.0372,0,0.137,0.603,96.133,186987
Girls Like You,Maroon 5,Motivation,https://youtu.be/ra_mr5JiHrI?si=83O9MtxuYkogJMLy,0,0.343,0.621,9,-6.319,1,0.0981,0.391,0,0.315,0.522,82.834,212387
Merry-Go-Round,Joe Hisaishi,Motivation,https://youtu.be/f7SS57LFPco?si=OYt9jwFMlAsXtQwn,58,0.699,0.645,9,-5.307,1,0.078,0.413,0,0.355,0.676,104.939,179340
Renegades,X Ambassadors,Motivation,https://youtu.be/8j741TUIET0?si=nDrWaR1KFkQjlavL,78,0.782,0.685,4,-6.237,1,0.0309,0.166,1.18E-05,0.16,0.603,118.016,180566
Violin Concerto,Joseph Boulogne Chevalier de Saint-Georges,Motivation,https://youtu.be/eQ1unCtX6K0?si=UqrX18nEVYDxG7_P,86,0.734,0.637,4,-5.677,0,0.141,0.0462,2.29E-05,0.0602,0.648,169.977,202333
FUCKBOY,Dixie,Motivation,https://youtu.be/hLDeQKjn2Yg?si=bhBPsAGbVuwDrm16,95,0.563,0.664,9,-5.044,1,0.154,0.335,0,0.0849,0.688,166.928,178147
Party Rock Anthem,LMFAO,Motivation,https://youtu.be/tsMDKjb54EM?si=vHwXfHQ0Atuizjgl,78,0.509,0.671,1,-5.709,1,0.0678,0.304,0,0.0452,0.55,118.413,227480
Counting Stars,OneRepublic,Motivation,https://youtu.be/mgT0N3tMP74?si=7PhenwlXPPWTgQKK,75,0.703,0.66,10,-5.119,0,0.123,0.137,0,0.192,0.79,95.031,198947
Show Me Love,MR.BLACK,Motivation,https://youtu.be/Hvt4x8irWiI?si=MoVJRzZ5wM3Iofsm,62,0.78,0.684,0,-5.758,1,0.0636,0.17,0,0.105,0.732,149.916,173467
Ransom,Lil Tecca,Motivation,https://youtu.be/jvcQwGvh9HQ?si=ElpqzFspZIsRZ2a9,78,0.813,0.627,11,-5.018,0,0.0486,0.0771,0.000616,0.131,0.801,130.011,195853
Hide,Juice WRLD,Motivation,https://youtu.be/qAmCtvPCCE0?si=FDGoLO0NOn1Hri43,67,0.693,0.604,11,-5.279,1,0.0427,0.0668,0,0.114,0.651,75.014,179930
Worship,MAX,Motivation,https://youtu.be/KLolCx3lhV4?si=Yox2EHT60Zk8CHLV,78,0.67,0.668,3,-4.306,0,0.0422,0.536,0,0.133,0.608,88.033,179053
1-800-273-8255,Logic,Motivation,https://youtu.be/WU5LdbHi-Kk?si=d8zyARrh_5zILmJH,72,0.834,0.678,6,-6.242,0,0.0515,0.0546,0.263,0.103,0.551,121.995,168601
Mama,Jonas Blue,Motivation,https://youtu.be/qPTfXwPf_HM?si=2jRcKxfPJh6Eiocr,78,0.813,0.627,11,-5.018,0,0.0486,0.0771,0.000616,0.131,0.801,130.011,195853
i'm so tired...,Lauv,Motivation,https://youtu.be/fvjpE_wFL5A?si=KPy2lfc6F8H59uHo,75,0.703,0.66,10,-5.119,0,0.123,0.137,0,0.192,0.79,95.031,198947
Better Not,Louis The Child,Motivation,https://youtu.be/u5kP_nfFVt4?si=dU2jq_csvKWH3Mzx,95,0.563,0.664,9,-5.044,1,0.154,0.335,0,0.0849,0.688,166.928,178147
Not Allowed,TV Girl,Motivation,https://youtu.be/r0xTqwKMOyk?si=3kAJqcx-RaKdanhj,78,0.813,0.627,11,-5.018,0,0.0486,0.0771,0.000616,0.131,0.801,130.011,195853
Forever,Lewis Capaldi,Motivation,https://youtu.be/eDuRoPIOBjE?si=HppzluFSJ6ry7Zbt,70,0.755,0.689,5,-4.463,1,0.0305,0.0693,0,0.394,0.638,140.013,198874
She's My Collar,Gorillaz,Motivation,https://youtu.be/J5G0GC3s3cM?si=Da2iNcgq3fWqj94l,77,0.69,0.622,5,-5.025,0,0.0622,0.253,0,0.116,0.544,102.04,210091
Love Is Gone - Acoustic,Dylan Matthew,Motivation,https://youtu.be/6xdEh2g7iBE?si=tGaA_lnO2Wq7XCwf,10,0.768,0.652,1,-2.708,0,0.307,0.113,0,0.107,0.777,154.187,144935
Do You Believe,Ali Gatie,Motivation,https://youtu.be/94K6v7B4WxU?si=K7wMd4dvha7tE3EQ,10,0.768,0.652,1,-2.708,0,0.307,0.113,0,0.107,0.777,154.187,144935
When We Were Young,Dolores O'Riordan,Motivation,https://youtu.be/6zVZFUT0q4A?si=s2fM9kX80wgcwIZK,78,0.813,0.627,11,-5.018,0,0.0486,0.0771,0.000616,0.131,0.801,130.011,195853
Under Your Spell,The Birthday Massacre,Motivation,https://youtu.be/FhBIqvzQMGY?si=jGBh2GkXXipz5rz0,71,0.786,0.667,5,-8.272,1,0.054,0.0112,0.053,0.074,0.688,102.046,181176
Loki Green Theme,Natalie Holt,Motivation,https://youtu.be/yV_76cm2BWU?si=8p7Hfx2S2BPqEOlY,78,0.57,0.689,7,-6.242,1,0.147,0.358,0,0.0819,0.568,100.087,196844
Losing Interest,itssvd,Motivation,https://youtu.be/oiyeWngSIYs?si=CVWNUH4UP3VtBt8T,69,0.673,0.637,5,-4.518,1,0.0429,0.137,0,0.184,0.678,123.98,201160
STILL CHOSE YOU,The Kid LAROI,Motivation,https://youtu.be/QIN_h-m1WzQ?si=2842iOnhYs10zYxZ,69,0.673,0.637,5,-4.518,1,0.0429,0.137,0,0.184,0.678,123.98,201160
